"nTrees","mNodes","mTry","Accuracy","Kappa","F1","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Detection.Rate","Desirability","rF_mod.SE","nDesirability"
125,18,9,0.8797,0.7583,0.862,0.8061,0.95,0.9571,0.856,0.3884,0.8184,0.0159,0.938316899793625
125,18,10,0.8707,0.7407,0.8618,0.8394,0.9,0.9103,0.8726,0.4051,0.8105,0.0103,0.929259344187113
150,7,3,0.854,0.7068,0.8369,0.7879,0.9167,0.9066,0.8294,0.3797,0.7867,0.02,0.901972024764962
150,7,4,0.871,0.7413,0.857,0.8061,0.9333,0.9338,0.8438,0.3884,0.8081,0.0139,0.926507681724375
150,7,5,0.871,0.7417,0.8631,0.8409,0.9,0.9005,0.8636,0.4054,0.8099,0.0136,0.928571428571428
150,8,2,0.8623,0.7241,0.8515,0.8227,0.9,0.9085,0.8605,0.3967,0.8002,0.0111,0.917450126117863
150,8,5,0.8446,0.6863,0.8185,0.7667,0.9167,0.914,0.8285,0.3703,0.7746,0.0178,0.888099059848659
150,8,6,0.8453,0.689,0.8328,0.803,0.8833,0.8888,0.8408,0.3877,0.7789,0.0111,0.893029121761064
150,8,8,0.854,0.7056,0.8274,0.7697,0.9333,0.9248,0.8296,0.371,0.7849,0.0212,0.899908277917909
150,9,2,0.8623,0.7229,0.8398,0.7879,0.9333,0.9286,0.8435,0.3797,0.7963,0.0228,0.912978674615914
150,9,5,0.8714,0.7421,0.8628,0.8409,0.9,0.9026,0.8686,0.4054,0.8105,0.0135,0.929259344187113
150,9,7,0.8543,0.7081,0.8435,0.8061,0.9,0.8938,0.8349,0.3884,0.7887,0.0173,0.904265076817244
150,9,10,0.8449,0.6876,0.8226,0.7682,0.9167,0.9121,0.8252,0.3707,0.7756,0.0147,0.889245585874799
150,10,3,0.854,0.7062,0.8363,0.8045,0.9,0.8922,0.8474,0.388,0.7873,0.0237,0.902659940380647
150,10,4,0.854,0.706,0.831,0.7879,0.9167,0.8984,0.838,0.3797,0.7852,0.0237,0.900252235725751
150,10,5,0.854,0.7066,0.8354,0.7879,0.9167,0.9149,0.8373,0.3797,0.7875,0.0138,0.902889245585875
150,10,6,0.8457,0.6905,0.8374,0.8227,0.8667,0.8649,0.8478,0.3967,0.78,0.016,0.894290300389819
150,10,7,0.854,0.7065,0.8346,0.7879,0.9167,0.9099,0.8379,0.3797,0.787,0.0192,0.902315982572804
150,10,8,0.8623,0.7229,0.8427,0.8045,0.9167,0.9171,0.8522,0.388,0.7973,0.0184,0.914125200642055
150,11,3,0.8536,0.7051,0.8343,0.803,0.9,0.9016,0.8496,0.3877,0.7872,0.0188,0.902545287778033
150,11,4,0.8536,0.7065,0.8424,0.8045,0.9,0.8975,0.8352,0.388,0.788,0.0103,0.903462508598945
150,11,5,0.8623,0.7234,0.8481,0.8045,0.9167,0.9149,0.8457,0.388,0.798,0.0108,0.914927768860353
150,11,6,0.8453,0.6891,0.8306,0.7864,0.9,0.8925,0.8234,0.3793,0.7769,0.0167,0.890736069708782
150,11,7,0.8449,0.6876,0.8226,0.7682,0.9167,0.9121,0.8252,0.3707,0.7756,0.0147,0.889245585874799
150,11,8,0.8449,0.6879,0.8237,0.7864,0.9,0.8971,0.8368,0.3793,0.7764,0.0203,0.890162806695712
150,11,9,0.8547,0.7076,0.8311,0.7712,0.9333,0.9248,0.8279,0.3714,0.7864,0.0248,0.90162806695712
150,12,2,0.8627,0.7244,0.8514,0.8227,0.9,0.8986,0.8556,0.3967,0.7992,0.0164,0.916303600091722
150,12,3,0.8797,0.7585,0.8681,0.8227,0.9333,0.9371,0.86,0.3967,0.8192,0.0103,0.939234120614538
150,12,6,0.8623,0.7232,0.8454,0.8045,0.9167,0.919,0.8505,0.388,0.798,0.0118,0.914927768860353
150,12,8,0.8714,0.7416,0.8586,0.8227,0.9167,0.9208,0.8599,0.3967,0.8094,0.0178,0.927998165558358
150,12,9,0.8449,0.6872,0.8187,0.7682,0.9167,0.9121,0.8296,0.3707,0.775,0.0206,0.888557670259115
150,12,10,0.8453,0.6893,0.8273,0.7697,0.9167,0.9116,0.8159,0.371,0.7765,0.0102,0.890277459298326
150,13,2,0.854,0.7065,0.8346,0.7879,0.9167,0.9099,0.8379,0.3797,0.787,0.0192,0.902315982572804
150,13,3,0.8797,0.7588,0.87,0.8409,0.9167,0.9171,0.871,0.4054,0.8198,0.0128,0.939922036230222
150,13,5,0.871,0.7402,0.8513,0.8045,0.9333,0.9371,0.8544,0.388,0.8075,0.0193,0.925819766108691
150,13,6,0.8714,0.7417,0.8598,0.8227,0.9167,0.9208,0.8585,0.3967,0.8096,0.0157,0.928227470763586
150,13,7,0.8623,0.7232,0.8454,0.8045,0.9167,0.919,0.8505,0.388,0.798,0.0118,0.914927768860353
150,13,8,0.8449,0.6891,0.8358,0.8394,0.85,0.8541,0.8652,0.4051,0.7802,0.0094,0.894519605595047
150,13,10,0.8453,0.6894,0.8282,0.7879,0.9,0.8927,0.833,0.3797,0.7773,0.0111,0.891194680119239
150,14,2,0.8453,0.6889,0.8318,0.803,0.8833,0.886,0.8417,0.3877,0.7785,0.0158,0.892570511350608
150,14,3,0.8793,0.7576,0.8678,0.8394,0.9167,0.914,0.8719,0.4051,0.8187,0.0175,0.938660857601468
150,14,4,0.871,0.7405,0.8554,0.8045,0.9333,0.927,0.8457,0.388,0.8071,0.0118,0.925361155698234
150,14,5,0.871,0.7406,0.8582,0.8212,0.9167,0.9238,0.8595,0.3964,0.8091,0.0127,0.927654207750516
150,14,7,0.8793,0.7575,0.8668,0.8212,0.9333,0.939,0.8607,0.3964,0.8187,0.0081,0.938660857601468
150,14,8,0.8877,0.7744,0.878,0.8561,0.9167,0.9223,0.8867,0.4134,0.8297,0.0093,0.951272643889016
150,14,9,0.8457,0.6891,0.8161,0.753,0.9333,0.9321,0.8233,0.3627,0.7755,0.0226,0.889130933272185
150,14,10,0.8707,0.7396,0.856,0.8197,0.9167,0.9264,0.8632,0.396,0.8086,0.0113,0.927080944737446
150,15,2,0.8793,0.7577,0.8688,0.8394,0.9167,0.9167,0.871,0.4051,0.819,0.0133,0.93900481540931
150,15,3,0.8536,0.7051,0.8313,0.7864,0.9167,0.9149,0.8401,0.3793,0.7862,0.0188,0.901398761751892
150,15,4,0.8627,0.7236,0.8442,0.8045,0.9167,0.9208,0.8511,0.388,0.798,0.0209,0.914927768860353
150,15,5,0.8536,0.7049,0.8292,0.7682,0.9333,0.9371,0.8297,0.3707,0.7859,0.0153,0.90105480394405
150,15,6,0.8707,0.7396,0.8539,0.803,0.9333,0.939,0.8507,0.3877,0.8076,0.0109,0.925934418711305
150,15,8,0.8536,0.7051,0.832,0.7682,0.9333,0.9371,0.8271,0.3707,0.7863,0.0095,0.901513414354506
150,15,9,0.8533,0.705,0.8375,0.803,0.9,0.9026,0.8459,0.3877,0.7876,0.01,0.903003898188489
150,15,10,0.871,0.7405,0.8541,0.8045,0.9333,0.9371,0.8518,0.388,0.808,0.015,0.926393029121761
150,16,2,0.8797,0.7589,0.8711,0.8409,0.9167,0.9171,0.8692,0.4054,0.8199,0.0099,0.940036688832837
150,16,3,0.8616,0.7222,0.8507,0.8197,0.9,0.9012,0.8506,0.396,0.7979,0.0187,0.914813116257739
150,16,4,0.8967,0.7928,0.8888,0.8576,0.9333,0.939,0.8853,0.4138,0.8403,0.0111,0.963425819766109
150,16,5,0.8707,0.7402,0.8576,0.8212,0.9167,0.9285,0.8638,0.3964,0.8094,0.0154,0.927998165558358
150,16,6,0.8453,0.6889,0.8318,0.803,0.8833,0.886,0.8417,0.3877,0.7785,0.0158,0.892570511350608
150,16,7,0.8533,0.7039,0.8285,0.7848,0.9167,0.9208,0.8437,0.379,0.7858,0.0163,0.900940151341436
150,16,8,0.8623,0.7225,0.8427,0.803,0.9167,0.9238,0.8525,0.3877,0.7976,0.0185,0.914469158449897
150,17,2,0.8884,0.7762,0.8785,0.8409,0.9333,0.9371,0.8732,0.4054,0.83,0.0132,0.951616601696858
150,17,3,0.8793,0.7582,0.8716,0.8394,0.9167,0.9285,0.8721,0.4051,0.8207,0.0108,0.940953909653749
150,17,4,0.9051,0.8095,0.8982,0.8742,0.9333,0.9405,0.8994,0.4221,0.8506,0.0109,0.975235037835359
150,17,5,0.8536,0.7049,0.8292,0.7682,0.9333,0.9371,0.8297,0.3707,0.7859,0.0153,0.90105480394405
150,17,6,0.8453,0.6883,0.8236,0.7682,0.9167,0.9208,0.8253,0.3707,0.7767,0.0143,0.890506764503554
150,17,7,0.8793,0.7579,0.8718,0.8561,0.9,0.9064,0.8825,0.4134,0.8204,0.0079,0.940609951845907
150,17,8,0.8536,0.705,0.8307,0.7682,0.9333,0.9371,0.8286,0.3707,0.7861,0.0126,0.901284109149278
150,17,9,0.854,0.7062,0.8365,0.7864,0.9167,0.9208,0.8353,0.3793,0.7878,0.0137,0.903233203393717
150,17,10,0.8707,0.7398,0.8557,0.8212,0.9167,0.9208,0.8626,0.3964,0.8083,0.0111,0.926736986929603
150,18,2,0.8623,0.7229,0.8466,0.803,0.9167,0.9238,0.8481,0.3877,0.7982,0.0116,0.915157074065581
150,18,3,0.8877,0.7741,0.8762,0.8379,0.9333,0.9405,0.8748,0.4047,0.8289,0.0093,0.950355423068104
150,18,4,0.8793,0.7573,0.8655,0.8212,0.9333,0.939,0.8621,0.3964,0.8185,0.0116,0.938431552396239
150,18,5,0.888,0.7755,0.8802,0.8576,0.9167,0.9208,0.884,0.4138,0.8303,0.0083,0.951960559504701
150,18,6,0.871,0.7405,0.8597,0.8379,0.9,0.9143,0.8746,0.4047,0.8104,0.0153,0.929144691584499
150,18,7,0.8623,0.7229,0.8436,0.7864,0.9333,0.9371,0.8386,0.3793,0.7972,0.0115,0.914010548039441
150,18,8,0.862,0.7222,0.8453,0.803,0.9167,0.919,0.8485,0.3877,0.7974,0.0093,0.914239853244669
150,18,9,0.8623,0.7226,0.8412,0.7864,0.9333,0.9371,0.8418,0.3793,0.7969,0.0163,0.913666590231598
150,18,10,0.854,0.7062,0.8324,0.7697,0.9333,0.9349,0.8281,0.371,0.7868,0.0139,0.902086677367576
175,6,4,0.8453,0.6901,0.8321,0.8061,0.8833,0.88,0.8456,0.3884,0.779,0.0232,0.893143774363678
175,7,2,0.8543,0.7079,0.8415,0.8061,0.9,0.8949,0.8429,0.3884,0.7888,0.018,0.904379729419858
175,7,3,0.854,0.707,0.8392,0.7879,0.9167,0.9078,0.8241,0.3797,0.7869,0.0178,0.90220132997019
175,7,5,0.8453,0.6893,0.8275,0.7697,0.9167,0.9094,0.8152,0.371,0.7763,0.0126,0.890048154093098
175,7,9,0.837,0.6743,0.8361,0.8591,0.8167,0.8221,0.8692,0.4141,0.7731,0.0154,0.886379270809447
175,8,2,0.8543,0.7085,0.8497,0.8409,0.8667,0.8744,0.8632,0.4054,0.792,0.0207,0.908048612703508
175,8,4,0.8453,0.6906,0.8355,0.8242,0.8667,0.8699,0.8567,0.3971,0.7806,0.0136,0.894978216005503
175,8,5,0.8536,0.7055,0.8382,0.803,0.9,0.9016,0.8452,0.3877,0.7878,0.0121,0.903233203393717
175,8,6,0.8536,0.7063,0.8417,0.8045,0.9,0.8916,0.8349,0.388,0.7874,0.0101,0.902774592983261
175,8,7,0.854,0.7068,0.8368,0.7879,0.9167,0.9127,0.8352,0.3797,0.7875,0.0134,0.902889245585875
175,9,2,0.8623,0.7239,0.8507,0.8227,0.9,0.9017,0.8599,0.3967,0.7994,0.019,0.91653290529695
175,9,3,0.8703,0.7387,0.8523,0.803,0.9333,0.9253,0.845,0.3877,0.8056,0.0232,0.923641366659023
175,9,4,0.8543,0.7085,0.8397,0.8076,0.9,0.8994,0.8507,0.3888,0.7896,0.0216,0.90529695024077
175,9,5,0.8627,0.7251,0.852,0.8242,0.9,0.8986,0.8562,0.3971,0.7997,0.0146,0.916876863104792
175,9,7,0.8449,0.6875,0.8207,0.7682,0.9167,0.9171,0.8276,0.3707,0.7757,0.0134,0.889360238477413
175,9,9,0.871,0.7409,0.857,0.8227,0.9167,0.919,0.8619,0.3967,0.8088,0.0128,0.927310249942674
175,10,2,0.8453,0.6897,0.8349,0.8045,0.8833,0.8732,0.8294,0.388,0.7777,0.0159,0.891653290529695
175,10,3,0.8884,0.7766,0.8815,0.8591,0.9167,0.919,0.8833,0.4141,0.8308,0.0104,0.952533822517771
175,10,4,0.8627,0.7241,0.8451,0.7879,0.9333,0.9316,0.8327,0.3797,0.7972,0.0182,0.914010548039441
175,10,5,0.8627,0.724,0.8439,0.7879,0.9333,0.9349,0.8395,0.3797,0.7977,0.0153,0.914583811052511
175,10,8,0.854,0.7065,0.8388,0.8045,0.9,0.8958,0.8451,0.388,0.7879,0.019,0.903347855996331
175,10,9,0.8453,0.6889,0.8192,0.753,0.9333,0.9321,0.8193,0.3627,0.7757,0.0165,0.889360238477413
175,11,2,0.871,0.7409,0.8605,0.8394,0.9,0.8988,0.8694,0.4051,0.8093,0.0181,0.927883512955744
175,11,3,0.8543,0.7076,0.8393,0.8061,0.9,0.8921,0.8456,0.3884,0.7883,0.0226,0.903806466406787
175,11,4,0.854,0.7065,0.8346,0.7879,0.9167,0.9099,0.8379,0.3797,0.787,0.0192,0.902315982572804
175,11,5,0.8536,0.7057,0.8395,0.803,0.9,0.9016,0.8438,0.3877,0.788,0.0088,0.903462508598945
175,11,6,0.8964,0.7917,0.8867,0.8561,0.9333,0.9405,0.8879,0.4134,0.8397,0.0119,0.962737904150424
175,11,8,0.8453,0.6889,0.8239,0.7697,0.9167,0.9127,0.8252,0.371,0.7764,0.014,0.890162806695712
175,12,2,0.8793,0.7579,0.8699,0.8394,0.9167,0.9167,0.8692,0.4051,0.8192,0.0107,0.939234120614538
175,12,3,0.854,0.7065,0.8344,0.7879,0.9167,0.9127,0.8384,0.3797,0.7871,0.0176,0.902430635175419
175,12,5,0.8793,0.7568,0.8625,0.803,0.95,0.951,0.8492,0.3877,0.8169,0.008,0.936597110754414
175,12,6,0.888,0.7751,0.8772,0.8394,0.9333,0.939,0.8738,0.4051,0.8294,0.0115,0.950928686081174
175,12,7,0.8453,0.6885,0.8208,0.7515,0.9333,0.9349,0.8167,0.3623,0.7759,0.0118,0.889589543682642
175,12,9,0.8449,0.6876,0.8226,0.7682,0.9167,0.9121,0.8252,0.3707,0.7756,0.0147,0.889245585874799
175,13,2,0.871,0.7405,0.8541,0.8045,0.9333,0.9371,0.8518,0.388,0.808,0.015,0.926393029121761
175,13,3,0.871,0.7409,0.8605,0.8394,0.9,0.8988,0.8694,0.4051,0.8093,0.0181,0.927883512955744
175,13,4,0.8797,0.7585,0.8681,0.8227,0.9333,0.9371,0.86,0.3967,0.8192,0.0103,0.939234120614538
175,13,7,0.8627,0.724,0.8439,0.7879,0.9333,0.9349,0.8395,0.3797,0.7977,0.0153,0.914583811052511
175,13,8,0.8536,0.7054,0.8373,0.7848,0.9167,0.9205,0.8281,0.379,0.787,0.0113,0.902315982572804
175,13,9,0.888,0.7755,0.8804,0.8576,0.9167,0.9167,0.8824,0.4138,0.8299,0.0134,0.951501949094244
175,13,10,0.8449,0.687,0.8164,0.75,0.9333,0.9371,0.8197,0.362,0.7748,0.0157,0.888328365053887
175,14,2,0.8623,0.7233,0.847,0.8045,0.9167,0.9121,0.8467,0.388,0.7976,0.0155,0.914469158449897
175,14,3,0.854,0.7066,0.8357,0.7879,0.9167,0.9099,0.8362,0.3797,0.7871,0.0175,0.902430635175419
175,14,4,0.854,0.7058,0.8285,0.7697,0.9333,0.9349,0.8325,0.371,0.7862,0.02,0.901398761751892
175,14,5,0.8793,0.7572,0.8644,0.8212,0.9333,0.939,0.8638,0.3964,0.8183,0.0141,0.938202247191011
175,14,6,0.8453,0.6885,0.8208,0.7515,0.9333,0.9349,0.8167,0.3623,0.7759,0.0118,0.889589543682642
175,14,7,0.862,0.7218,0.8422,0.7848,0.9333,0.9357,0.8338,0.379,0.796,0.016,0.912634716808072
175,14,8,0.8457,0.6901,0.8299,0.7879,0.9,0.8949,0.8314,0.3797,0.7779,0.0165,0.891882595734923
175,14,9,0.8533,0.7042,0.8317,0.7848,0.9167,0.9104,0.8382,0.379,0.7855,0.019,0.900596193533593
175,14,10,0.854,0.7062,0.8324,0.7697,0.9333,0.9349,0.8281,0.371,0.7868,0.0139,0.902086677367576
175,15,2,0.862,0.7223,0.8447,0.803,0.9167,0.9285,0.8538,0.3877,0.7983,0.0167,0.915271726668195
175,15,3,0.871,0.7416,0.8681,0.8742,0.8667,0.8743,0.8899,0.4221,0.8121,0.0176,0.931093785828938
175,15,4,0.871,0.7402,0.8513,0.8045,0.9333,0.9371,0.8544,0.388,0.8075,0.0193,0.925819766108691
175,15,5,0.871,0.74,0.8509,0.7864,0.95,0.9492,0.8386,0.3793,0.8064,0.0125,0.924558587479936
175,15,6,0.8623,0.7229,0.8436,0.7864,0.9333,0.9371,0.8386,0.3793,0.7972,0.0115,0.914010548039441
175,15,7,0.8797,0.7584,0.867,0.8227,0.9333,0.9371,0.8618,0.3967,0.8191,0.0131,0.939119468011924
175,15,8,0.8536,0.7049,0.8292,0.7682,0.9333,0.9371,0.8297,0.3707,0.7859,0.0153,0.90105480394405
175,15,9,0.8703,0.7386,0.8507,0.803,0.9333,0.939,0.8548,0.3877,0.8069,0.0143,0.925131850493006
175,15,10,0.8457,0.6898,0.8218,0.7712,0.9167,0.914,0.8308,0.3714,0.7768,0.0177,0.890621417106168
175,16,2,0.8533,0.7048,0.8354,0.803,0.9,0.8999,0.8513,0.3877,0.7873,0.0219,0.902659940380647
175,16,3,0.8707,0.7393,0.8511,0.803,0.9333,0.939,0.8533,0.3877,0.8071,0.0163,0.925361155698234
175,16,4,0.8877,0.7738,0.8738,0.8379,0.9333,0.9405,0.8779,0.4047,0.8286,0.0149,0.950011465260261
175,16,5,0.871,0.7402,0.8513,0.8045,0.9333,0.9371,0.8544,0.388,0.8075,0.0193,0.925819766108691
175,16,6,0.8707,0.7396,0.8539,0.803,0.9333,0.939,0.8507,0.3877,0.8076,0.0109,0.925934418711305
175,16,7,0.862,0.7213,0.8371,0.7848,0.9333,0.939,0.845,0.379,0.7959,0.0192,0.912520064205458
175,16,8,0.862,0.7218,0.8413,0.803,0.9167,0.9208,0.8537,0.3877,0.7969,0.0155,0.913666590231598
175,16,9,0.8623,0.7232,0.8454,0.8045,0.9167,0.919,0.8505,0.388,0.798,0.0118,0.914927768860353
175,16,10,0.854,0.7065,0.8342,0.7879,0.9167,0.9167,0.84,0.3797,0.7875,0.0142,0.902889245585875
175,17,3,0.888,0.7755,0.8825,0.8742,0.9,0.9042,0.895,0.4221,0.831,0.0135,0.952763127722999
175,17,4,0.871,0.7408,0.8565,0.8045,0.9333,0.9371,0.8486,0.388,0.8083,0.0096,0.926736986929603
175,17,5,0.8623,0.7234,0.8479,0.8045,0.9167,0.9171,0.8464,0.388,0.7981,0.0077,0.915042421462967
175,17,6,0.8623,0.7238,0.8511,0.8227,0.9,0.8949,0.8549,0.3967,0.7986,0.0104,0.915615684476038
175,17,8,0.8627,0.7238,0.847,0.8045,0.9167,0.9208,0.8485,0.388,0.7985,0.0171,0.915501031873424
175,17,9,0.8536,0.705,0.8307,0.7682,0.9333,0.9371,0.8286,0.3707,0.7861,0.0126,0.901284109149278
175,17,10,0.8536,0.7046,0.8268,0.7682,0.9333,0.9371,0.8329,0.3707,0.7855,0.0191,0.900596193533593
175,18,2,0.888,0.7749,0.8759,0.8394,0.9333,0.939,0.8753,0.4051,0.8292,0.0142,0.950699380875946
175,18,3,0.8797,0.7585,0.8737,0.8561,0.9,0.9143,0.8829,0.4134,0.8216,0.0106,0.941985783077276
175,18,5,0.8714,0.7417,0.8557,0.8061,0.9333,0.9349,0.8513,0.3884,0.8086,0.0161,0.927080944737446
175,18,6,0.8627,0.7242,0.8458,0.8061,0.9167,0.9167,0.8514,0.3884,0.7984,0.0155,0.91538637927081
175,18,7,0.8714,0.7416,0.8586,0.8227,0.9167,0.9208,0.8599,0.3967,0.8094,0.0178,0.927998165558358
175,18,8,0.8457,0.6901,0.8299,0.7879,0.9,0.8949,0.8314,0.3797,0.7779,0.0165,0.891882595734923
175,18,9,0.8449,0.6876,0.8222,0.7682,0.9167,0.9171,0.8264,0.3707,0.7759,0.0102,0.889589543682642
175,18,10,0.871,0.7405,0.8541,0.8045,0.9333,0.9371,0.8518,0.388,0.808,0.015,0.926393029121761
200,6,4,0.8453,0.6891,0.826,0.7697,0.9167,0.9116,0.8173,0.371,0.7763,0.0131,0.890048154093098
200,6,10,0.8449,0.6888,0.8312,0.8045,0.8833,0.8805,0.8382,0.388,0.7778,0.0086,0.891767943132309
200,7,3,0.8623,0.7233,0.8466,0.8045,0.9167,0.9171,0.8478,0.388,0.7979,0.0113,0.914813116257739
200,7,4,0.854,0.7068,0.8368,0.7879,0.9167,0.9127,0.8352,0.3797,0.7875,0.0134,0.902889245585875
200,7,5,0.8714,0.7421,0.8587,0.8242,0.9167,0.9149,0.8605,0.3971,0.8093,0.0159,0.927883512955744
200,7,6,0.8453,0.6898,0.8354,0.8227,0.8667,0.8586,0.8495,0.3967,0.779,0.0184,0.893143774363678
200,7,7,0.8543,0.7083,0.8442,0.8242,0.8833,0.8775,0.8495,0.3971,0.7894,0.0176,0.905067645035542
200,7,8,0.8457,0.6904,0.8265,0.7894,0.9,0.8877,0.8364,0.3801,0.7772,0.0202,0.891080027516625
200,7,9,0.854,0.7069,0.8379,0.7879,0.9167,0.9094,0.8284,0.3797,0.787,0.0166,0.902315982572804
200,8,2,0.854,0.707,0.8389,0.7879,0.9167,0.9116,0.8273,0.3797,0.7874,0.0124,0.902774592983261
200,8,3,0.854,0.7073,0.8446,0.8227,0.8833,0.8844,0.8519,0.3967,0.7898,0.0129,0.905526255445999
200,8,4,0.8453,0.6891,0.826,0.7697,0.9167,0.9116,0.8173,0.371,0.7763,0.0131,0.890048154093098
200,8,5,0.8627,0.7243,0.8462,0.8061,0.9167,0.9099,0.8494,0.3884,0.7979,0.0202,0.914813116257739
200,8,6,0.8627,0.7247,0.8569,0.8394,0.8833,0.8895,0.8584,0.4051,0.8006,0.0138,0.917908736528319
200,8,8,0.8449,0.6881,0.8263,0.7864,0.9,0.8892,0.8302,0.3793,0.7759,0.0139,0.889589543682642
200,9,2,0.8446,0.6863,0.8188,0.7667,0.9167,0.9104,0.8282,0.3703,0.7744,0.0193,0.88786975464343
200,9,3,0.8623,0.7241,0.8518,0.8227,0.9,0.9044,0.8589,0.3967,0.7998,0.0153,0.916991515707407
200,9,4,0.8453,0.6898,0.83,0.7879,0.9,0.9022,0.8352,0.3797,0.7786,0.0137,0.892685163953222
200,9,6,0.8623,0.7232,0.8423,0.7879,0.9333,0.9321,0.8413,0.3797,0.797,0.0178,0.913781242834212
200,9,7,0.871,0.7408,0.8565,0.8045,0.9333,0.9371,0.8486,0.388,0.8083,0.0096,0.926736986929603
200,10,2,0.8707,0.74,0.8573,0.8212,0.9167,0.914,0.8588,0.3964,0.8079,0.015,0.926278376519147
200,10,3,0.8627,0.7245,0.856,0.8394,0.8833,0.8888,0.8636,0.4051,0.8007,0.0143,0.918023389130933
200,10,4,0.854,0.7068,0.8367,0.7879,0.9167,0.9149,0.8359,0.3797,0.7877,0.0111,0.903118550791103
200,10,5,0.8453,0.6889,0.8283,0.7864,0.9,0.8958,0.8319,0.3793,0.7772,0.0157,0.891080027516625
200,10,8,0.871,0.7405,0.8541,0.8045,0.9333,0.9371,0.8518,0.388,0.808,0.015,0.926393029121761
200,10,10,0.854,0.706,0.83,0.7697,0.9333,0.9349,0.8313,0.371,0.7864,0.0181,0.90162806695712
200,11,2,0.8529,0.7045,0.8402,0.8015,0.9,0.904,0.8383,0.3873,0.7874,0.0137,0.902774592983261
200,11,3,0.8967,0.7928,0.8888,0.8576,0.9333,0.939,0.8853,0.4138,0.8403,0.0111,0.963425819766109
200,11,4,0.8627,0.7241,0.8494,0.8045,0.9167,0.9208,0.8453,0.388,0.7988,0.0126,0.915844989681266
200,11,5,0.8801,0.7598,0.8693,0.8424,0.9167,0.9127,0.873,0.4058,0.8199,0.0196,0.940036688832837
200,11,6,0.854,0.7066,0.8354,0.7879,0.9167,0.9149,0.8373,0.3797,0.7875,0.0138,0.902889245585875
200,11,7,0.8453,0.6889,0.8242,0.7697,0.9167,0.9099,0.8248,0.371,0.7762,0.0159,0.889933501490484
200,11,8,0.8536,0.705,0.8307,0.7682,0.9333,0.9371,0.8286,0.3707,0.7861,0.0126,0.901284109149278
200,11,10,0.854,0.7065,0.8383,0.8045,0.9,0.9026,0.8472,0.388,0.7885,0.0139,0.904035771612016
200,12,2,0.871,0.7418,0.8632,0.8409,0.9,0.9067,0.871,0.4054,0.8109,0.0142,0.929717954597569
200,12,3,0.8971,0.7939,0.8901,0.8591,0.9333,0.9371,0.8846,0.4141,0.8408,0.0127,0.963999082779179
200,12,4,0.8453,0.6888,0.8217,0.7697,0.9167,0.9244,0.8325,0.371,0.7773,0.0202,0.891194680119239
200,12,5,0.8623,0.7229,0.8466,0.803,0.9167,0.9238,0.8481,0.3877,0.7982,0.0116,0.915157074065581
200,12,6,0.854,0.7059,0.8337,0.7864,0.9167,0.9208,0.8379,0.3793,0.7873,0.0182,0.902659940380647
200,12,7,0.8801,0.7595,0.8673,0.8242,0.9333,0.9349,0.8627,0.3971,0.8195,0.0165,0.93957807842238
200,12,8,0.8627,0.7241,0.8452,0.7879,0.9333,0.9349,0.8381,0.3797,0.7979,0.0129,0.914813116257739
200,12,9,0.871,0.7405,0.8541,0.8045,0.9333,0.9371,0.8518,0.388,0.808,0.015,0.926393029121761
200,12,10,0.862,0.7217,0.8407,0.7848,0.9333,0.9357,0.835,0.379,0.7958,0.0182,0.912405411602843
200,13,2,0.8793,0.7569,0.8637,0.8379,0.9167,0.9264,0.879,0.4047,0.8189,0.0188,0.938890162806696
200,13,3,0.8967,0.7928,0.8888,0.8576,0.9333,0.939,0.8853,0.4138,0.8403,0.0111,0.963425819766109
200,13,4,0.888,0.7749,0.8759,0.8394,0.9333,0.939,0.8753,0.4051,0.8292,0.0142,0.950699380875946
200,13,5,0.8536,0.7055,0.8329,0.7864,0.9167,0.9267,0.8429,0.3793,0.7877,0.0189,0.903118550791103
200,13,6,0.871,0.7411,0.8585,0.8227,0.9167,0.9149,0.8589,0.3967,0.8087,0.0143,0.92719559734006
200,13,7,0.8536,0.7049,0.8292,0.7682,0.9333,0.9371,0.8297,0.3707,0.7859,0.0153,0.90105480394405
200,13,8,0.8707,0.7396,0.8539,0.803,0.9333,0.939,0.8507,0.3877,0.8076,0.0109,0.925934418711305
200,13,10,0.854,0.706,0.83,0.7697,0.9333,0.9349,0.8313,0.371,0.7864,0.0181,0.90162806695712
200,14,2,0.8714,0.7427,0.8616,0.8242,0.9167,0.9244,0.861,0.3971,0.8107,0.0157,0.929488649392341
200,14,3,0.8877,0.774,0.8749,0.8379,0.9333,0.9405,0.8762,0.4047,0.8287,0.0125,0.950126117862875
200,14,4,0.8449,0.6872,0.8192,0.75,0.9333,0.9371,0.8171,0.362,0.7753,0.0102,0.888901628066957
200,14,5,0.8717,0.7428,0.8604,0.8242,0.9167,0.9171,0.8589,0.3971,0.8099,0.02,0.928571428571428
200,14,6,0.8449,0.6872,0.819,0.7682,0.9167,0.9086,0.8293,0.3707,0.7748,0.0219,0.888328365053887
200,14,7,0.8536,0.705,0.8307,0.7682,0.9333,0.9371,0.8286,0.3707,0.7861,0.0126,0.901284109149278
200,14,8,0.854,0.7065,0.8342,0.7879,0.9167,0.9167,0.84,0.3797,0.7875,0.0142,0.902889245585875
200,14,9,0.8623,0.7233,0.8466,0.8045,0.9167,0.9171,0.8478,0.388,0.7979,0.0113,0.914813116257739
