X2,X3,X5,X7,X8,X9,X10,X13,X15,X16,X18,X19,X20,X21,X23,X24,X25,X26,X27,X28,X29,X30,X34,X37,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X51,X52,X57,X59,X60,X61,X62,X65,X66,X70,X71,X72,X73,X75,X78,X79,X83,X85,X87,X88,X89,X91,X92,X94,X96,X97,X98,X101,X102,X103,X104,X107,X108,X109,X110,X111,X112,X113,X114,X115,X117,X118,X119,X120,X123,X127,X129,X131,X132,X133,X134,X135,X137,X139,X140,X141,X142,X143,X145,X146,Y
17.51781,28.81,2016,1,0,0,0,1,0,3,2,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,5,0,0,1,1,0,1,1,1,2,3,3,2,2,2,3,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
17.53973,0,2016,0,0,0,0,0,0,3,3,2,3,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,1,1,1,2,3,3,2,3,3,3,2,2,2,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16.55342,0,2016,1,0,0,0,0,0,2,3,1,3,-1,-1,1,0,0,0,3,0,0,0,1,0,1,0,0,0,0,4,4,0,0,1,1,1,1,2,2,2,3,3,3,2,3,3,3,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0
16.80534,52.1578,2016,0,0,0,0,1,0,1,1,2,4,0,0,1,1,0,0,2,1,0,0,0,0,1,0,1,0,0,5,4,1,0,1,0,2,0,2,2,3,2,1,3,2,3,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0
15.61918,16.24,2016,0,0,0,0,1,0,1,1,2,3,0,-1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4,4,2,0,0,1,2,2,2,1,3,3,3,2,3,3,3,3,10,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16.93332,52.1269,2016,1,0,0,0,0,0,2,3,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,5,1,0,0,1,2,2,2,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.77545,74.0317,2016,0,0,0,0,1,1,1,3,2,4,0,0,1,0,0,0,2,0,1,0,0,0,1,0,1,0,0,5,5,1,0,0,1,2,2,2,3,3,3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16.77299,45.9271,2016,1,0,0,0,0,0,2,1,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,5,5,0,1,0,1,2,2,1,3,3,3,3,3,2,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0
16.79647,89.72,2016,0,1,0,0,0,0,2,1,1,3,-2,-2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,5,1,0,0,1,2,0,2,2,2,3,3,3,3,3,3,1,8,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16.80104,50.9185,2016,0,0,0,0,1,0,2,3,1,5,-2,-2,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,5,5,0,0,1,0,1,1,2,3,3,3,3,3,3,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
16.88462,53.0759,2016,0,0,0,0,1,0,1,1,2,4,-2,-1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5,5,2,0,0,0,2,2,2,3,3,3,3,3,3,3,3,3,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
16.99367,78.24457,2016,0,0,1,0,1,0,3,1,3,2,-1,-1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,4,5,1,0,1,0,1,1,2,3,3,2,2,3,3,3,2,2,3,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1
16.78749,52.5317,2016,0,0,0,0,0,0,1,4,3,5,-2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,5,5,2,0,0,1,1,1,2,3,3,3,3,3,3,3,3,3,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
16.88297,95.31435,2016,1,0,1,0,0,0,2,1,1,4,-1,-1,1,0,0,0,3,1,1,0,1,0,0,0,0,1,0,4,4,1,0,1,1,1,1,1,2,2,3,3,3,2,3,3,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.621,54.8873,2016,1,1,0,0,0,0,1,1,3,4,0,-1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,5,5,1,0,1,0,1,1,1,2,2,2,2,2,2,2,2,2,9,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16.82166,52.816,2016,0,0,1,1,0,1,3,1,2,3,-2,0,1,0,0,0,3,1,1,0,0,1,1,0,0,0,1,4,4,1,0,1,1,0,1,1,2,3,3,3,2,2,3,2,2,5,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0
16.59348,66.4473,2016,1,0,1,1,0,0,1,1,2,5,1,-1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,5,5,1,0,0,1,2,2,2,3,3,3,3,3,3,3,3,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
16.98152,91.3957,2016,0,0,1,0,0,0,3,4,4,5,-1,-1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,1,0,0,1,2,2,2,3,3,3,3,3,3,3,3,3,6,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.81022,0,2016,0,0,0,0,0,0,2,3,3,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4,4,1,0,0,1,1,1,1,2,2,2,2,2,2,3,2,2,7,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
16.67931,72.0682,2016,1,0,1,0,1,0,1,2,1,5,0,-1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,5,5,1,0,0,1,2,2,2,3,2,3,3,2,3,3,3,3,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
16.7254,52.81565,2016,0,0,0,0,0,0,1,1,2,3,0,-1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,4,3,2,0,0,0,2,2,2,3,1,1,3,3,3,3,3,3,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
14.56712,34.88,2016,0,0,0,0,0,0,1,1,1,2,-2,-1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,4,0,0,1,1,2,0,2,2,2,3,3,3,3,3,3,3,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
16.07945,0,2017,0,0,0,0,1,1,2,1,3,2,0,-1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,5,5,1,0,0,0,0,0,2,2,3,0,3,3,1,3,2,2,9,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
17.43836,34.32,2017,0,0,0,0,1,0,3,1,2,3,0,-1,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,4,4,0,1,0,1,1,1,2,2,3,2,2,3,2,2,3,3,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
17.06301,42.87,2017,0,1,0,0,1,0,2,1,1,3,-1,-1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,4,5,1,0,0,1,1,1,1,3,2,3,3,3,3,3,3,3,2,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
16.18904,0,2017,0,0,0,0,0,0,3,1,1,4,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,4,5,0,0,0,1,1,1,2,3,3,3,3,3,3,3,3,3,8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
16.15068,16.79,2017,0,0,0,1,0,0,1,3,1,3,0,-1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,4,4,1,0,0,1,2,0,1,2,1,3,3,1,2,2,2,3,10,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
17.30959,137.86,2017,0,0,0,0,1,0,2,1,3,4,-2,-1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,5,0,0,0,1,1,1,2,3,3,3,3,3,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
15.81918,0,2017,0,0,1,1,1,0,3,1,1,3,-1,0,1,0,0,0,3,0,1,0,0,1,0,0,1,0,0,3,3,0,0,0,0,0,0,1,1,2,0,1,2,2,1,1,0,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
15.44658,11.2,2017,0,0,0,0,1,0,4,1,3,3,-1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,1,0,0,1,0,1,2,1,2,3,3,1,3,3,1,0,8,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16.39452,0,2017,1,0,0,0,0,0,1,2,4,1,-1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,4,4,0,1,0,1,0,1,1,1,2,3,2,2,1,2,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
17.73425,182.48,2017,0,0,0,0,1,1,3,4,3,3,-1,-1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,3,5,1,0,0,1,2,2,2,2,3,3,3,2,3,3,3,2,10,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
17.10137,158.03,2017,0,0,0,0,0,0,2,4,3,2,1,-1,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,3,3,0,1,0,1,1,0,2,2,2,3,3,3,2,3,3,2,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.86027,78.15,2017,0,1,0,0,0,0,4,4,1,3,0,-1,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,4,3,1,0,0,1,1,1,1,2,2,3,3,3,2,2,2,2,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0
16.70959,0,2017,0,0,0,0,1,0,2,1,2,3,-1,-1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,4,0,0,0,1,2,0,2,2,3,2,3,3,2,2,3,3,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
16.08219,29.51,2017,0,0,0,0,0,0,1,3,2,4,-1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,5,5,1,0,0,0,1,2,2,3,3,3,3,2,3,3,3,3,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16.23014,182.48,2017,0,0,1,1,0,1,2,1,3,1,0,-1,1,1,1,0,2,1,0,0,0,1,1,0,0,0,1,4,5,0,1,0,0,1,0,2,2,1,3,3,2,3,2,1,3,6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0
17.2137,46.88,2017,0,0,0,0,1,0,1,4,2,5,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,1,5,3,0,0,0,0,0,0,2,3,3,2,2,3,3,2,3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
16.3589,160.22,2017,0,0,0,0,1,1,2,2,3,1,-2,-1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,3,1,1,0,0,2,1,2,2,3,1,3,3,3,3,3,3,8,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
17.36712,47.45,2017,0,0,1,0,1,0,4,1,2,1,-1,-2,1,0,0,0,2,0,1,0,1,0,1,0,1,0,0,5,5,1,0,0,1,1,1,2,2,3,2,3,2,3,2,3,3,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
16.84932,24.16,2017,0,0,0,1,1,0,4,3,4,4,-1,-1,1,0,0,0,3,1,0,0,0,1,1,0,1,0,0,4,5,1,1,0,1,1,1,1,1,3,3,3,3,1,3,2,2,9,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1
