"Data","minSplit","minBucket","Cp","maxDepth","Accuracy","Kappa","F1","Sensitivity","Specificity","Pos.Pred.Value","Neg.Pred.Value","Detection.Rate","Desirability","rPART_mod.SE","nDesirability","nDesirability.1"
"RFE_NB",7,6,0.001,10,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",7,6,0.01,6,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",7,6,0.01,8,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",7,6,0.01,10,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",8,3,0,6,0.758,0.5179,0.7627,0.7667,0.75,0.773,0.7619,0.3703,0.6812,0.0365,0.998826979472141,0.998826979472141
"RFE_NB",8,3,0,8,0.758,0.5179,0.7627,0.7667,0.75,0.773,0.7619,0.3703,0.6812,0.0365,0.998826979472141,0.998826979472141
"RFE_NB",8,3,0,10,0.758,0.5179,0.7627,0.7667,0.75,0.773,0.7619,0.3703,0.6812,0.0365,0.998826979472141,0.998826979472141
"RFE_NB",8,3,0.001,6,0.758,0.5179,0.7627,0.7667,0.75,0.773,0.7619,0.3703,0.6812,0.0365,0.998826979472141,0.998826979472141
"RFE_NB",8,3,0.001,8,0.758,0.5179,0.7627,0.7667,0.75,0.773,0.7619,0.3703,0.6812,0.0365,0.998826979472141,0.998826979472141
"RFE_NB",8,3,0.001,10,0.758,0.5179,0.7627,0.7667,0.75,0.773,0.7619,0.3703,0.6812,0.0365,0.998826979472141,0.998826979472141
"RFE_NB",8,3,0.01,6,0.758,0.5179,0.7627,0.7667,0.75,0.773,0.7619,0.3703,0.6812,0.0365,0.998826979472141,0.998826979472141
"RFE_NB",8,3,0.01,8,0.758,0.5179,0.7627,0.7667,0.75,0.773,0.7619,0.3703,0.6812,0.0365,0.998826979472141,0.998826979472141
"RFE_NB",8,3,0.01,10,0.758,0.5179,0.7627,0.7667,0.75,0.773,0.7619,0.3703,0.6812,0.0365,0.998826979472141,0.998826979472141
"RFE_NB",8,4,0,6,0.7319,0.4655,0.7311,0.7303,0.7333,0.7683,0.7383,0.3529,0.6506,0.0283,0.953958944281525,0.953958944281525
"RFE_NB",8,4,0,8,0.7319,0.4655,0.7311,0.7303,0.7333,0.7683,0.7383,0.3529,0.6506,0.0283,0.953958944281525,0.953958944281525
"RFE_NB",8,4,0,10,0.7319,0.4655,0.7311,0.7303,0.7333,0.7683,0.7383,0.3529,0.6506,0.0283,0.953958944281525,0.953958944281525
"RFE_NB",8,4,0.001,6,0.7319,0.4655,0.7311,0.7303,0.7333,0.7683,0.7383,0.3529,0.6506,0.0283,0.953958944281525,0.953958944281525
"RFE_NB",8,4,0.001,8,0.7319,0.4655,0.7311,0.7303,0.7333,0.7683,0.7383,0.3529,0.6506,0.0283,0.953958944281525,0.953958944281525
"RFE_NB",8,4,0.001,10,0.7319,0.4655,0.7311,0.7303,0.7333,0.7683,0.7383,0.3529,0.6506,0.0283,0.953958944281525,0.953958944281525
"RFE_NB",8,4,0.01,6,0.7319,0.4655,0.7311,0.7303,0.7333,0.7683,0.7383,0.3529,0.6506,0.0283,0.953958944281525,0.953958944281525
"RFE_NB",8,4,0.01,8,0.7319,0.4655,0.7311,0.7303,0.7333,0.7683,0.7383,0.3529,0.6506,0.0283,0.953958944281525,0.953958944281525
"RFE_NB",8,4,0.01,10,0.7319,0.4655,0.7311,0.7303,0.7333,0.7683,0.7383,0.3529,0.6506,0.0283,0.953958944281525,0.953958944281525
"RFE_NB",8,6,0,6,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",8,6,0,8,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",8,6,0,10,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",8,6,0.001,6,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",8,6,0.001,8,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",8,6,0.001,10,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",8,6,0.01,6,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",8,6,0.01,8,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",8,6,0.01,10,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",9,3,0,6,0.758,0.5179,0.7627,0.7667,0.75,0.773,0.7619,0.3703,0.6812,0.0365,0.998826979472141,0.998826979472141
"RFE_NB",9,3,0,8,0.758,0.5179,0.7627,0.7667,0.75,0.773,0.7619,0.3703,0.6812,0.0365,0.998826979472141,0.998826979472141
"RFE_NB",9,3,0,10,0.758,0.5179,0.7627,0.7667,0.75,0.773,0.7619,0.3703,0.6812,0.0365,0.998826979472141,0.998826979472141
"RFE_NB",9,3,0.001,6,0.758,0.5179,0.7627,0.7667,0.75,0.773,0.7619,0.3703,0.6812,0.0365,0.998826979472141,0.998826979472141
"RFE_NB",9,3,0.001,8,0.758,0.5179,0.7627,0.7667,0.75,0.773,0.7619,0.3703,0.6812,0.0365,0.998826979472141,0.998826979472141
"RFE_NB",9,3,0.001,10,0.758,0.5179,0.7627,0.7667,0.75,0.773,0.7619,0.3703,0.6812,0.0365,0.998826979472141,0.998826979472141
"RFE_NB",9,3,0.01,6,0.758,0.5179,0.7627,0.7667,0.75,0.773,0.7619,0.3703,0.6812,0.0365,0.998826979472141,0.998826979472141
"RFE_NB",9,3,0.01,8,0.758,0.5179,0.7627,0.7667,0.75,0.773,0.7619,0.3703,0.6812,0.0365,0.998826979472141,0.998826979472141
"RFE_NB",9,3,0.01,10,0.758,0.5179,0.7627,0.7667,0.75,0.773,0.7619,0.3703,0.6812,0.0365,0.998826979472141,0.998826979472141
"RFE_NB",9,4,0,6,0.7319,0.4655,0.7311,0.7303,0.7333,0.7683,0.7383,0.3529,0.6506,0.0283,0.953958944281525,0.953958944281525
"RFE_NB",9,4,0,8,0.7319,0.4655,0.7311,0.7303,0.7333,0.7683,0.7383,0.3529,0.6506,0.0283,0.953958944281525,0.953958944281525
"RFE_NB",9,4,0,10,0.7319,0.4655,0.7311,0.7303,0.7333,0.7683,0.7383,0.3529,0.6506,0.0283,0.953958944281525,0.953958944281525
"RFE_NB",9,4,0.001,6,0.7319,0.4655,0.7311,0.7303,0.7333,0.7683,0.7383,0.3529,0.6506,0.0283,0.953958944281525,0.953958944281525
"RFE_NB",9,4,0.001,8,0.7319,0.4655,0.7311,0.7303,0.7333,0.7683,0.7383,0.3529,0.6506,0.0283,0.953958944281525,0.953958944281525
"RFE_NB",9,4,0.001,10,0.7319,0.4655,0.7311,0.7303,0.7333,0.7683,0.7383,0.3529,0.6506,0.0283,0.953958944281525,0.953958944281525
"RFE_NB",9,4,0.01,6,0.7319,0.4655,0.7311,0.7303,0.7333,0.7683,0.7383,0.3529,0.6506,0.0283,0.953958944281525,0.953958944281525
"RFE_NB",9,4,0.01,8,0.7319,0.4655,0.7311,0.7303,0.7333,0.7683,0.7383,0.3529,0.6506,0.0283,0.953958944281525,0.953958944281525
"RFE_NB",9,4,0.01,10,0.7319,0.4655,0.7311,0.7303,0.7333,0.7683,0.7383,0.3529,0.6506,0.0283,0.953958944281525,0.953958944281525
"RFE_NB",9,6,0,6,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",9,6,0,8,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",9,6,0,10,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",9,6,0.001,6,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",9,6,0.001,8,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",9,6,0.001,10,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",9,6,0.01,6,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",9,6,0.01,8,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",9,6,0.01,10,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",10,3,0,6,0.758,0.5181,0.7645,0.7848,0.7333,0.7548,0.7738,0.379,0.682,0.0365,1,1
"RFE_NB",10,3,0,8,0.758,0.5181,0.7645,0.7848,0.7333,0.7548,0.7738,0.379,0.682,0.0365,1,1
"RFE_NB",10,3,0,10,0.758,0.5181,0.7645,0.7848,0.7333,0.7548,0.7738,0.379,0.682,0.0365,1,1
"RFE_NB",10,3,0.001,6,0.758,0.5181,0.7645,0.7848,0.7333,0.7548,0.7738,0.379,0.682,0.0365,1,1
"RFE_NB",10,3,0.001,8,0.758,0.5181,0.7645,0.7848,0.7333,0.7548,0.7738,0.379,0.682,0.0365,1,1
"RFE_NB",10,3,0.001,10,0.758,0.5181,0.7645,0.7848,0.7333,0.7548,0.7738,0.379,0.682,0.0365,1,1
"RFE_NB",10,3,0.01,6,0.758,0.5181,0.7645,0.7848,0.7333,0.7548,0.7738,0.379,0.682,0.0365,1,1
"RFE_NB",10,3,0.01,8,0.758,0.5181,0.7645,0.7848,0.7333,0.7548,0.7738,0.379,0.682,0.0365,1,1
"RFE_NB",10,3,0.01,10,0.758,0.5181,0.7645,0.7848,0.7333,0.7548,0.7738,0.379,0.682,0.0365,1,1
"RFE_NB",10,4,0,6,0.7319,0.466,0.7356,0.7485,0.7167,0.7461,0.7455,0.3616,0.6513,0.028,0.954985337243402,0.954985337243402
"RFE_NB",10,4,0,8,0.7319,0.466,0.7356,0.7485,0.7167,0.7461,0.7455,0.3616,0.6513,0.028,0.954985337243402,0.954985337243402
"RFE_NB",10,4,0,10,0.7319,0.466,0.7356,0.7485,0.7167,0.7461,0.7455,0.3616,0.6513,0.028,0.954985337243402,0.954985337243402
"RFE_NB",10,4,0.001,6,0.7319,0.466,0.7356,0.7485,0.7167,0.7461,0.7455,0.3616,0.6513,0.028,0.954985337243402,0.954985337243402
"RFE_NB",10,4,0.001,8,0.7319,0.466,0.7356,0.7485,0.7167,0.7461,0.7455,0.3616,0.6513,0.028,0.954985337243402,0.954985337243402
"RFE_NB",10,4,0.001,10,0.7319,0.466,0.7356,0.7485,0.7167,0.7461,0.7455,0.3616,0.6513,0.028,0.954985337243402,0.954985337243402
"RFE_NB",10,4,0.01,6,0.7319,0.466,0.7356,0.7485,0.7167,0.7461,0.7455,0.3616,0.6513,0.028,0.954985337243402,0.954985337243402
"RFE_NB",10,4,0.01,8,0.7319,0.466,0.7356,0.7485,0.7167,0.7461,0.7455,0.3616,0.6513,0.028,0.954985337243402,0.954985337243402
"RFE_NB",10,4,0.01,10,0.7319,0.466,0.7356,0.7485,0.7167,0.7461,0.7455,0.3616,0.6513,0.028,0.954985337243402,0.954985337243402
"RFE_NB",10,6,0,6,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",10,6,0,8,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",10,6,0,10,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",10,6,0.001,6,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",10,6,0.001,8,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",10,6,0.001,10,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",10,6,0.01,6,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",10,6,0.01,8,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
"RFE_NB",10,6,0.01,10,0.7236,0.4487,0.7216,0.75,0.7,0.721,0.7591,0.362,0.641,0.0178,0.939882697947214,0.939882697947214
